SPUID,EcoBoundaryName,AdminBoundaryName,TimeStep,Aboveground Very Fast DOM,Belowground Very Fast DOM,Aboveground Fast DOM,Belowground Fast DOM,Medium DOM,Aboveground Slow DOM,Belowground Slow DOM,Softwood Stem Snag,Softwood Branch Snag,Hardwood Stem Snag,Hardwood Branch Snag,Black Carbon,Peat,Softwood Merchantable,Softwood Foliage,Softwood Other,Softwood Submerchantable,Softwood Coarse Roots,Softwood Fine Roots,Hardwood Merchantable,Hardwood Foliage,Hardwood Other,Hardwood Submerchantable,Hardwood Coarse Roots,Hardwood Fine Roots
11,Atlantic Maritime,Quebec,7,7.20063940035888,1.2671199735390466,8.66556267715072,1.795164593243617,11.1158769041069,34.095892688606824,89.78491370758772,1.891219373692662,0.49692410926001457,1.3493522210462678,0.3989434897487962,0,0,14.114258450550214,1.7364112181040785,6.987129789529962,0,4.296349910303571,0.7736415485964222,11.681684336129289,0.7054545686712458,6.169666569391038,0,5.258940107921426,0.8811558869841316
11,Atlantic Maritime,Quebec,8,7.20028189142657,1.2674068834191,8.727951265277113,1.8100374075781858,11.032140327816052,34.086128170278926,89.81879927894524,1.8665516051989532,0.4892608734954755,1.3287793119606246,0.3939949180807786,0,0,14.096598224772485,1.7384133357321798,6.982867969323273,0,4.291636586052892,0.7739330104438055,11.630956896478773,0.7051444093120225,6.151492635538678,0,5.255967340572179,0.8815410396936167
11,Atlantic Maritime,Quebec,9,7.197229328485028,1.2678204965036197,8.795794273721036,1.8243841455984826,10.953269227851939,34.0771384197153,89.85238594400752,1.8436638901218683,0.48248123779436697,1.307062367758533,0.38889857067243416,0,0,14.108492281822604,1.7457001850960798,6.9853316334920805,0,4.295713324571486,0.7746613479886993,11.57033201330373,0.7036551093367313,6.123600551988463,0,5.244355271440008,0.8798433707436981
11,Atlantic Maritime,Quebec,10,7.196493867991692,1.2680739723742371,8.873914084660486,1.8438180843362388,10.87889769299538,34.06593267817844,89.88615330661956,1.8251963809555831,0.47746138400578286,1.2859896159909954,0.38410080284786885,0,0,14.099915281110796,1.7479723822726565,6.981042486712459,0,4.293195071384571,0.7748270693067353,11.50759185159749,0.7001811791671747,6.086071710386252,0,5.224311896275796,0.8759309026029227
11,Atlantic Maritime,Quebec,11,7.194396842769635,1.2672685017500103,8.934409313265409,1.857075252354244,10.80541828635634,34.05841110306416,89.91971260206758,1.8008259981295562,0.47218119075990245,1.2645892304519044,0.37983028394788754,0,0,14.092006329863118,1.749763504818779,6.9762161002426435,0,4.290572405639333,0.7750205888670578,11.489038192122226,0.697805889356388,6.06262130091613,0,5.214589498285771,0.8727107388415916
11,Atlantic Maritime,Quebec,12,7.186485321911933,1.2656066280541198,8.963714391255591,1.863718194652888,10.722156108224937,34.04885062781192,89.95346884859171,1.7859895227151414,0.4691718025044452,1.25011858190167,0.37688832533003896,0,0,14.111761298025383,1.7553280523568855,6.982301255815572,0,4.296370257879423,0.7761943829611802,11.47753954961449,0.694994923062356,6.041423808680456,0,5.204598160723666,0.8695041600456879
11,Atlantic Maritime,Quebec,13,7.174563478083306,1.264008603959894,9.003583791110227,1.872633398482202,10.63999045506911,34.04033431753178,89.98620857330168,1.7745476578029478,0.46612818877827794,1.231693554251237,0.3725763618594137,0,0,14.17380635736134,1.7666135007587094,7.005393242186241,0,4.314983395480875,0.7789872134911079,11.398966584288683,0.6890044963638179,5.991975014831525,0,5.174064209844896,0.8643005071183437
11,Atlantic Maritime,Quebec,14,7.160739211034674,1.2625138091893329,9.034273609047812,1.8789492667309733,10.55700105818431,34.03202906663179,90.0192118278943,1.7654652754283993,0.4639217101788201,1.2128132872843773,0.3681779478163852,0,0,14.256508484404783,1.7808440698297858,7.037950706437713,0,4.339876636225293,0.7828406777847211,11.315397236017512,0.6836777468711336,5.945744421322822,0,5.145176785038817,0.8600218686189878
11,Atlantic Maritime,Quebec,15,7.146396858167934,1.261568506593624,9.08737979073316,1.8922448992588632,10.474287846405739,34.02415294579234,90.05334779105952,1.7602354699612819,0.462698181300736,1.18793833476067,0.3619700161793246,0,0,14.362569279030868,1.7962283195972446,7.0732045285043625,0,4.369964938820655,0.7875394574488715,11.165539015275135,0.6744357242255773,5.866283760786114,0,5.092491178046879,0.8521681340975065
11,Atlantic Maritime,Quebec,16,7.133599253258362,1.2601332027128107,9.098063909943262,1.8966777967266581,10.391172922352018,34.01502223186859,90.08629400371534,1.743514735412227,0.4601607935164108,1.1702085645168196,0.35956528736366444,0,0,14.38708362983787,1.8031108246771228,7.076260584819153,0,4.3765990325809785,0.7885539817912106,11.149764874870263,0.6713633720108492,5.845285439013742,0,5.075633752318352,0.8481260060220127
11,Atlantic Maritime,Quebec,17,7.114944776227727,1.2578996211740736,9.069785497270907,1.889975607579335,10.288473233380687,34.00385408973009,90.11749839818735,1.7426403963300618,0.4604261943836745,1.1579236948261458,0.3575421375694399,0,0,14.48577421787034,1.8174838928841455,7.107800225143333,0,4.404656122016779,0.7925985061988605,11.119781912470625,0.6685904670926643,5.8234619735212085,0,5.062221524270155,0.8455441746951967
