Ecozone,FluxID,Source,Sink,ProcessSynonym,Phase,CORefFluxID,Pseudocode,Notes,SeverityClass,Value,InterimValue,SourceSurfaceCanopy
,118,Softwood Foliage,PM10,Crown Fraction Burned,Flaming,8,,Ellen provides,High,,FALSE,Canopy
,119,Softwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Low,,FALSE,Canopy
,119,Softwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Mod,,FALSE,Canopy
,119,Softwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,High,,FALSE,Canopy
,121,Softwood Fine Roots,PM10,Fine roots combusted alongside duff,Smouldering,27,,,Low,,FALSE,Surface
,121,Softwood Fine Roots,PM10,Fine roots combusted alongside duff,Smouldering,27,,,Mod,,FALSE,Surface
,121,Softwood Fine Roots,PM10,Fine roots combusted alongside duff,Smouldering,27,,,High,,FALSE,Surface
,122,Hardwood Foliage,PM10,Crown Fraction Burned,Flaming,35,,Ellen provides,Low,,FALSE,Canopy
,122,Hardwood Foliage,PM10,Crown Fraction Burned,Flaming,35,,Ellen provides,Mod,,FALSE,Canopy
,122,Hardwood Foliage,PM10,Crown Fraction Burned,Flaming,35,,Ellen provides,High,,FALSE,Canopy
,123,Hardwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Low,,FALSE,Canopy
,123,Hardwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Mod,,FALSE,Canopy
,123,Hardwood Other,PM10,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,High,,FALSE,Canopy
,125,Hardwood Fine Roots,PM10,Fine roots combusted alongside duff,Flaming,54,,,Low,,FALSE,Surface
,125,Hardwood Fine Roots,PM10,Fine roots combusted alongside duff,Flaming,54,,,Mod,,FALSE,Surface
,125,Hardwood Fine Roots,PM10,Fine roots combusted alongside duff,Flaming,54,,,High,,FALSE,Surface
,126,Aboveground Very Fast DOM,PM10,Combusted fraction of litter layer,Flaming,58,,,Low,,FALSE,Surface
,126,Aboveground Very Fast DOM,PM10,Combusted fraction of litter layer,Flaming,58,,,Mod,,FALSE,Surface
,126,Aboveground Very Fast DOM,PM10,Combusted fraction of litter layer,Flaming,58,,,High,,FALSE,Surface
,127,Aboveground Fast DOM,PM10,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Low,,FALSE,Surface
,127,Aboveground Fast DOM,PM10,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Mod,,FALSE,Surface
,127,Aboveground Fast DOM,PM10,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,High,,FALSE,Surface
,128,Medium DOM,PM10,Combusted fraction of CWD,Smouldering,68,,,Low,,FALSE,Surface
,128,Medium DOM,PM10,Combusted fraction of CWD,Smouldering,68,,,Mod,,FALSE,Surface
,128,Medium DOM,PM10,Combusted fraction of CWD,Smouldering,68,,,High,,FALSE,Surface
,129,Aboveground Slow DOM,PM10,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Low,,FALSE,Surface
,129,Aboveground Slow DOM,PM10,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Mod,,FALSE,Surface
,129,Aboveground Slow DOM,PM10,Combusted Fraction of duff and peat horizons,Smouldering,73,,,High,,FALSE,Surface
,130,Softwood Stem Snag,PM10,Combusted fraction of conifer snags,Flaming,79,,,Low,,FALSE,Canopy
,130,Softwood Stem Snag,PM10,Combusted fraction of conifer snags,Flaming,79,,,Mod,,FALSE,Canopy
,130,Softwood Stem Snag,PM10,Combusted fraction of conifer snags,Flaming,79,,,High,,FALSE,Canopy
,131,Softwood Branch Snag,PM10,Portion of conifer branch snags that are combusted,Flaming,85,,,Low,,FALSE,Canopy
,131,Softwood Branch Snag,PM10,Portion of conifer branch snags that are combusted,Flaming,85,,,Mod,,FALSE,Canopy
,131,Softwood Branch Snag,PM10,Portion of conifer branch snags that are combusted,Flaming,85,,,High,,FALSE,Canopy
,132,Hardwood Stem Snag,PM10,Combusted fraction of deciduous snags,Flaming,90,,,Low,,FALSE,Canopy
,132,Hardwood Stem Snag,PM10,Combusted fraction of deciduous snags,Flaming,90,,,Mod,,FALSE,Canopy
,132,Hardwood Stem Snag,PM10,Combusted fraction of deciduous snags,Flaming,90,,,High,,FALSE,Canopy
,133,Hardwood Branch Snag,PM10,Combusted fraction of deciduous snag branches,Flaming,96,,,Low,,FALSE,Canopy
,133,Hardwood Branch Snag,PM10,Combusted fraction of deciduous snag branches,Flaming,96,,,Mod,,FALSE,Canopy
,133,Hardwood Branch Snag,PM10,Combusted fraction of deciduous snag branches,Flaming,96,,,High,,FALSE,Canopy
,134,Black Carbon,PM10,Black carbon combustion fraction,Smouldering,100,,,Low,,FALSE,Surface
,134,Black Carbon,PM10,Black carbon combustion fraction,Smouldering,100,,,Mod,,FALSE,Surface
,134,Black Carbon,PM10,Black carbon combustion fraction,Smouldering,100,,,High,,FALSE,Surface
,135,Softwood Foliage,NMOG,Crown Fraction Burned,Flaming,8,,Ellen provides,Low,,FALSE,Canopy
,135,Softwood Foliage,NMOG,Crown Fraction Burned,Flaming,8,,Ellen provides,Mod,,FALSE,Canopy
,135,Softwood Foliage,NMOG,Crown Fraction Burned,Flaming,8,,Ellen provides,High,,FALSE,Canopy
,136,Softwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Low,,FALSE,Canopy
,136,Softwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,Mod,,FALSE,Canopy
,136,Softwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,13,,,High,,FALSE,Canopy
,138,Softwood Fine Roots,NMOG,Fine roots combusted alongside duff,Smouldering,27,,,Low,,FALSE,Surface
,138,Softwood Fine Roots,NMOG,Fine roots combusted alongside duff,Smouldering,27,,,Mod,,FALSE,Surface
,138,Softwood Fine Roots,NMOG,Fine roots combusted alongside duff,Smouldering,27,,,High,,FALSE,Surface
,139,Hardwood Foliage,NMOG,Crown Fraction Burned,Flaming,35,,Ellen provides,Low,,FALSE,Canopy
,139,Hardwood Foliage,NMOG,Crown Fraction Burned,Flaming,35,,Ellen provides,Mod,,FALSE,Canopy
,139,Hardwood Foliage,NMOG,Crown Fraction Burned,Flaming,35,,Ellen provides,High,,FALSE,Canopy
,140,Hardwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Low,,FALSE,Canopy
,140,Hardwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,Mod,,FALSE,Canopy
,140,Hardwood Other,NMOG,"Proportional Combustion sum of branches, stumps, small trees and bark",Flaming,40,,,High,,FALSE,Canopy
,142,Hardwood Fine Roots,NMOG,Fine roots combusted alongside duff,Flaming,54,,,Low,,FALSE,Surface
,142,Hardwood Fine Roots,NMOG,Fine roots combusted alongside duff,Flaming,54,,,Mod,,FALSE,Surface
,142,Hardwood Fine Roots,NMOG,Fine roots combusted alongside duff,Flaming,54,,,High,,FALSE,Surface
,143,Aboveground Very Fast DOM,NMOG,Combusted fraction of litter layer,Flaming,58,,,Low,,FALSE,Surface
,143,Aboveground Very Fast DOM,NMOG,Combusted fraction of litter layer,Flaming,58,,,Mod,,FALSE,Surface
,143,Aboveground Very Fast DOM,NMOG,Combusted fraction of litter layer,Flaming,58,,,High,,FALSE,Surface
,144,Aboveground Fast DOM,NMOG,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Low,,FALSE,Surface
,144,Aboveground Fast DOM,NMOG,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,Mod,,FALSE,Surface
,144,Aboveground Fast DOM,NMOG,Combusted FWD+MWD fraction (dead course roots accounted for in AG Slow DOM),Smouldering,63,,,High,,FALSE,Surface
,145,Medium DOM,NMOG,Combusted fraction of CWD,Smouldering,68,,,Low,,FALSE,Surface
,145,Medium DOM,NMOG,Combusted fraction of CWD,Smouldering,68,,,Mod,,FALSE,Surface
,145,Medium DOM,NMOG,Combusted fraction of CWD,Smouldering,68,,,High,,FALSE,Surface
,146,Aboveground Slow DOM,NMOG,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Low,,FALSE,Surface
,146,Aboveground Slow DOM,NMOG,Combusted Fraction of duff and peat horizons,Smouldering,73,,,Mod,,FALSE,Surface
,146,Aboveground Slow DOM,NMOG,Combusted Fraction of duff and peat horizons,Smouldering,73,,,High,,FALSE,Surface
,147,Softwood Stem Snag,NMOG,Combusted fraction of conifer snags,Flaming,79,,,Low,,FALSE,Canopy
,147,Softwood Stem Snag,NMOG,Combusted fraction of conifer snags,Flaming,79,,,Mod,,FALSE,Canopy
,147,Softwood Stem Snag,NMOG,Combusted fraction of conifer snags,Flaming,79,,,High,,FALSE,Canopy
,148,Softwood Branch Snag,NMOG,Portion of conifer branch snags that are combusted,Flaming,85,,,Low,,FALSE,Canopy
,148,Softwood Branch Snag,NMOG,Portion of conifer branch snags that are combusted,Flaming,85,,,Mod,,FALSE,Canopy
,148,Softwood Branch Snag,NMOG,Portion of conifer branch snags that are combusted,Flaming,85,,,High,,FALSE,Canopy
,149,Hardwood Stem Snag,NMOG,Combusted fraction of deciduous snags,Flaming,90,,,Low,,FALSE,Canopy
,149,Hardwood Stem Snag,NMOG,Combusted fraction of deciduous snags,Flaming,90,,,Mod,,FALSE,Canopy
,149,Hardwood Stem Snag,NMOG,Combusted fraction of deciduous snags,Flaming,90,,,High,,FALSE,Canopy
,150,Hardwood Branch Snag,NMOG,Combusted fraction of deciduous snag branches,Flaming,96,,,Low,,FALSE,Canopy
,150,Hardwood Branch Snag,NMOG,Combusted fraction of deciduous snag branches,Flaming,96,,,Mod,,FALSE,Canopy
,150,Hardwood Branch Snag,NMOG,Combusted fraction of deciduous snag branches,Flaming,96,,,High,,FALSE,Canopy
,151,Black Carbon,NMOG,Black carbon combustion fraction,Smouldering,100,,,Low,,FALSE,Surface
,151,Black Carbon,NMOG,Black carbon combustion fraction,Smouldering,100,,,Mod,,FALSE,Surface
,151,Black Carbon,NMOG,Black carbon combustion fraction,Smouldering,100,,,High,,FALSE,Surface
