"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1225","TSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1226","BP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1227","BC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.46","TRUE","Canopy"
"1228","BSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1229","TSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1230","MC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4744","TRUE","Canopy"
"1231","HP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4856","TRUE","Canopy"
"1232","TC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.46","TRUE","Canopy"
"1233","PM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4168","TRUE","Canopy"
"1234","AM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4104","TRUE","Canopy"
"1235","MP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","Mod","0.4104","TRUE","Canopy"
"1236","BSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1237","TP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1238","TSW","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1239","BP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1240","BC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1241","BSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1242","TSE","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1243","MC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1244","HP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1245","TC","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1246","PM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1247","AM","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1248","MP","37","Hardwood Other","Hardwood Branch Snag","Portion of ""other"" pool as dead but unburned large branches","","NA","(mortality rate of deciduous*branch fraction of ""other"" pool)","","High","0.56","TRUE","Canopy"
"1249","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0754174","TRUE","Canopy"
"1250","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0671104","TRUE","Canopy"
"1251","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0826632","TRUE","Canopy"
"1252","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0678134","TRUE","Canopy"
"1253","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05880388","TRUE","Canopy"
"1254","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0669814","TRUE","Canopy"
"1255","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0601672","TRUE","Canopy"
"1256","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.07966836","TRUE","Canopy"
"1257","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.0747144","TRUE","Canopy"
"1258","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05810088","TRUE","Canopy"
"1259","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05063656","TRUE","Canopy"
"1260","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05436036","TRUE","Canopy"
"1261","MP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Low","0.05154836","TRUE","Canopy"
"1262","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06520972","TRUE","Canopy"
"1263","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.08120672","TRUE","Canopy"
"1264","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.08278472","TRUE","Canopy"
"1265","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06454972","TRUE","Canopy"
"1266","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.0570158","TRUE","Canopy"
"1267","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.05677372","TRUE","Canopy"
"1268","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06028872","TRUE","Canopy"
"1269","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.07935588","TRUE","Canopy"
"1270","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.06450672","TRUE","Canopy"
"1271","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.0563128","TRUE","Canopy"
"1272","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.04412656","TRUE","Canopy"
"1273","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.04224308","TRUE","Canopy"
"1274","MP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","Mod","0.03943108","TRUE","Canopy"
"1275","BSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.065609","TRUE","Canopy"
"1276","TP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.064246","TRUE","Canopy"
"1277","TSW","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.083184","TRUE","Canopy"
"1278","BP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.063213","TRUE","Canopy"
"1279","BC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.05981076","TRUE","Canopy"
"1280","BSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.057173","TRUE","Canopy"
"1281","TSE","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.060688","TRUE","Canopy"
"1282","MC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.07949476","TRUE","Canopy"
"1283","HP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.064906","TRUE","Canopy"
"1284","TC","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.05910776","TRUE","Canopy"
"1285","PM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.05459464","TRUE","Canopy"
"1286","AM","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.0533014","TRUE","Canopy"
"1287","MP","38","Hardwood Other","CO2","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO2","","High","0.0504894","TRUE","Canopy"
"1288","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007835","TRUE","Canopy"
"1289","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007625","TRUE","Canopy"
"1290","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.001049","TRUE","Canopy"
"1291","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007755","TRUE","Canopy"
"1292","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0006878","TRUE","Canopy"
"1293","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0006275","TRUE","Canopy"
"1294","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.000633","TRUE","Canopy"
"1295","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0010586","TRUE","Canopy"
"1296","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007705","TRUE","Canopy"
"1297","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0006748","TRUE","Canopy"
"1298","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0005781","TRUE","Canopy"
"1299","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0005906","TRUE","Canopy"
"1300","MP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0005386","TRUE","Canopy"
"1301","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007247","TRUE","Canopy"
"1302","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0008437","TRUE","Canopy"
"1303","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0010497","TRUE","Canopy"
"1304","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007567","TRUE","Canopy"
"1305","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0006775","TRUE","Canopy"
"1306","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0005687","TRUE","Canopy"
"1307","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0006337","TRUE","Canopy"
"1308","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0010568","TRUE","Canopy"
"1309","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007117","TRUE","Canopy"
"1310","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0006645","TRUE","Canopy"
"1311","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0005406","TRUE","Canopy"
"1312","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0005208","TRUE","Canopy"
"1313","MP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0004688","TRUE","Canopy"
"1314","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000727","TRUE","Canopy"
"1315","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000746","TRUE","Canopy"
"1316","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.001052","TRUE","Canopy"
"1317","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000749","TRUE","Canopy"
"1318","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0006936","TRUE","Canopy"
"1319","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000571","TRUE","Canopy"
"1320","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000636","TRUE","Canopy"
"1321","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0010576","TRUE","Canopy"
"1322","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000714","TRUE","Canopy"
"1323","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0006806","TRUE","Canopy"
"1324","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0006009","TRUE","Canopy"
"1325","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0005845","TRUE","Canopy"
"1326","MP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0005325","TRUE","Canopy"
"1327","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.01015","TRUE","Canopy"
"1328","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.009793","TRUE","Canopy"
"1329","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.013342","TRUE","Canopy"
"1330","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.009954","TRUE","Canopy"
"1331","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0088102","TRUE","Canopy"
"1332","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.008218","TRUE","Canopy"
"1333","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.00819","TRUE","Canopy"
"1334","MC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0134134","TRUE","Canopy"
"1335","HP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.009989","TRUE","Canopy"
"1336","TC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0086492","TRUE","Canopy"
"1337","PM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0074214","TRUE","Canopy"
"1338","AM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0076174","TRUE","Canopy"
"1339","MP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0069734","TRUE","Canopy"
"1340","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0093268","TRUE","Canopy"
"1341","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0109298","TRUE","Canopy"
"1342","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0133518","TRUE","Canopy"
"1343","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0096908","TRUE","Canopy"
"1344","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.008666","TRUE","Canopy"
"1345","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0073948","TRUE","Canopy"
"1346","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0081998","TRUE","Canopy"
"1347","MC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0133882","TRUE","Canopy"
"1348","HP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0091658","TRUE","Canopy"
"1349","TC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.008505","TRUE","Canopy"
