"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"3643","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3644","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3645","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3646","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3647","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3648","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01406","FALSE","Canopy"
"3649","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01539","FALSE","Canopy"
"3650","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.01235","FALSE","Canopy"
"3651","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.00722","FALSE","Canopy"
"3652","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3653","MP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","Mod","0.00646","FALSE","Canopy"
"3654","BSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3655","TP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3656","TSW","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3657","BP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3658","BC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3659","BSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3660","TSE","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3661","MC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3662","HP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3663","TC","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3664","PM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3665","AM","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3666","MP","105","Hardwood Foliage","PM25","Crown Fraction Burned","Flaming","35","","Ellen provides","High","0.019","FALSE","Canopy"
"3667","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.002755","FALSE","Canopy"
"3668","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0026581","FALSE","Canopy"
"3669","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0036214","FALSE","Canopy"
"3670","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0027018","FALSE","Canopy"
"3671","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00239134","FALSE","Canopy"
"3672","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0022306","FALSE","Canopy"
"3673","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.002223","FALSE","Canopy"
"3674","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00364078","FALSE","Canopy"
"3675","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.0027113","FALSE","Canopy"
"3676","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00234764","FALSE","Canopy"
"3677","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00201438","FALSE","Canopy"
"3678","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00206758","FALSE","Canopy"
"3679","MP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Low","0.00189278","FALSE","Canopy"
"3680","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00253156","FALSE","Canopy"
"3681","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00296666","FALSE","Canopy"
"3682","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00362406","FALSE","Canopy"
"3683","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00263036","FALSE","Canopy"
"3684","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.0023522","FALSE","Canopy"
"3685","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00200716","FALSE","Canopy"
"3686","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00222566","FALSE","Canopy"
"3687","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00363394","FALSE","Canopy"
"3688","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00248786","FALSE","Canopy"
"3689","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.0023085","FALSE","Canopy"
"3690","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00187188","FALSE","Canopy"
"3691","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00180234","FALSE","Canopy"
"3692","MP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","Mod","0.00162754","FALSE","Canopy"
"3693","BSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0025403","FALSE","Canopy"
"3694","TP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0025954","FALSE","Canopy"
"3695","TSW","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0036328","FALSE","Canopy"
"3696","BP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0026011","FALSE","Canopy"
"3697","BC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00241338","FALSE","Canopy"
"3698","BSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0020159","FALSE","Canopy"
"3699","TSE","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0022344","FALSE","Canopy"
"3700","MC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00363698","FALSE","Canopy"
"3701","HP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0024966","FALSE","Canopy"
"3702","TC","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00236968","FALSE","Canopy"
"3703","PM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.00210102","FALSE","Canopy"
"3704","AM","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0020444","FALSE","Canopy"
"3705","MP","106","Hardwood Other","PM25","Proportional Combustion sum of branches, stumps, small trees and bark","Flaming","40","","","High","0.0018696","FALSE","Canopy"
"3706","BSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0085215","FALSE","Surface"
"3707","TP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.009177","FALSE","Surface"
"3708","TSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.013984","FALSE","Surface"
"3709","BP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0093955","FALSE","Surface"
"3710","BC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0085215","FALSE","Surface"
"3711","BSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0058995","FALSE","Surface"
"3712","TSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.006992","FALSE","Surface"
"3713","MC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0146395","FALSE","Surface"
"3714","HP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.008303","FALSE","Surface"
"3715","TC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.008303","FALSE","Surface"
"3716","PM","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.006992","FALSE","Surface"
"3717","AM","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0067735","FALSE","Surface"
"3718","MP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Low","0.0058995","FALSE","Surface"
"3719","BSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0085215","FALSE","Surface"
"3720","TP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.009177","FALSE","Surface"
"3721","TSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.013984","FALSE","Surface"
"3722","BP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0093955","FALSE","Surface"
"3723","BC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0085215","FALSE","Surface"
"3724","BSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0058995","FALSE","Surface"
"3725","TSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.006992","FALSE","Surface"
"3726","MC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0146395","FALSE","Surface"
"3727","HP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.008303","FALSE","Surface"
"3728","TC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.008303","FALSE","Surface"
"3729","PM","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.006992","FALSE","Surface"
"3730","AM","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0067735","FALSE","Surface"
"3731","MP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","Mod","0.0058995","FALSE","Surface"
"3732","BSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.0085215","FALSE","Surface"
"3733","TP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.009177","FALSE","Surface"
"3734","TSW","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.013984","FALSE","Surface"
"3735","BP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.0093955","FALSE","Surface"
"3736","BC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.0085215","FALSE","Surface"
"3737","BSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.0058995","FALSE","Surface"
"3738","TSE","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.006992","FALSE","Surface"
"3739","MC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.0146395","FALSE","Surface"
"3740","HP","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.008303","FALSE","Surface"
"3741","TC","108","Hardwood Fine Roots","PM25","Fine roots combusted alongside duff","Flaming","54","","","High","0.008303","FALSE","Surface"
