NFIREID,Unchanged to very low,Low,Moderate,High,Post-fire havest,NoData
1769,1.44,0.54,1.17,3.15,0,0.27
1770,24.75,0.54,15.93,5.85,0,0.27
1771,6.66,10.71,4.95,5.04,0,0
1772,12.69,7.92,2.88,22.23,0,0.18
1773,0.81,0.9,0.18,2.88,0,0
1774,2.25,2.79,1.62,9.45,0.36,0.18
1775,0.99,2.43,1.98,5.76,0,0.09
1776,4.32,0,0,0,0,0
1777,3.96,1.35,0.09,0.27,0,0
1778,18.72,0,0.27,1.62,0,0
1779,0.99,0,0.72,0.81,0,0
1780,9,0.18,0.18,0.72,0,0.09
1781,0.45,0,0.27,1.62,0,0
1782,17.91,0.54,8.1,12.15,0,0
1783,0.36,0,0,0,0,0.09
1784,0.99,0.18,0.09,0.27,0,0
1785,0.45,0,0.36,0,0,0.09
1786,0,0,0,0,0,0
1787,5.94,0.99,0.27,1.98,0,0.09
1788,27.36,0.27,2.88,13.05,0,0.18
1789,0.54,0,0,0,0,0
1790,1.35,0,0.18,0,0,0
1793,4.77,0,0,0.18,0,0
1794,2.25,0,0,0,0,0
1796,0.99,0,0.18,0.09,0,0.09
1797,3.42,0,0,0,0,0
1798,3.33,0,0,0.18,0,0
1799,3.33,0,0,0,0,0.09
1800,8.1,0.63,1.53,3.42,0,0
1801,36.72,2.43,1.53,7.2,0,0.18
1802,0.18,0,0,0,0,0.18
1803,0,0,0,0.18,0,0
1804,0.63,0.09,0,0.36,0,0
1805,0.09,0,0,0,0,0
1806,0.81,0,0,0.36,0,0
1807,104.67,4.14,8.82,21.33,0,0
1808,0,0,0,0,0,0
1809,0.18,0,0,0,0,0
1810,0.18,0,0,0,0,0
1811,0.09,0,0.09,0,0,0
1812,0.09,0,0,0,0,0.09
1813,0,0,0,0,0,0
1814,0,0,0,0,0,0
1815,0.27,0,0,0,0,0
1816,0.18,0,0.09,0.09,0,0
1817,0.81,0.18,0.27,0.45,0,0
1819,0.36,0,0,0,0,0.09
1820,0.72,0,0,0,0,0.09
1821,1.26,0,0,0.09,0,0.09
1822,0.27,0,0,0,0,0
1823,0.9,0,0,0,0,0
1824,0.9,0,0,0,0,0
1825,1.8,0,0,0,0,0.09
1826,0,0,0,0,0,0
1827,0.27,0,0,0,0,0.09
1828,1.89,0,0,0,0,0
1829,0.27,0,0,0,0,0
1830,1.44,0,0,0.09,0,0.09
1831,1.71,0,0,0.09,0,0
1832,0.18,0.27,0,0.9,0,0
1833,12.78,0.45,0.09,0.99,0,0
1834,0.36,0,0,0,0,0
1835,7.47,0,0,0.18,0,0.09
1836,5.04,0,0,0.36,0,0
1837,0.18,0,0,0,0,0.09
1838,0.18,0,0,0,0,0
1839,0,0,0.09,3.24,0,0
1840,0,0,0,0,0,0
1841,0.27,0,0,0,0,0.18
1842,0,0,0.09,0.36,0,0.18
1843,0,0,0,0,0,0
1844,2.25,0,0,0.18,0,0.18
1845,0.36,0,0,0,0,0
1846,0.63,0,0,0,0,0
1847,10.8,1.26,0.54,4.86,0,0
1848,1.08,0,0,0.09,0,0
1849,0.54,0.09,0,0,0,0
1850,1.08,0.18,0,0,0,0.18
1851,0,0,0,0,0,0
1852,0,0,0,0,0,0
1853,0.09,0,0,0,0,0
1854,0,0,0,0,0,0
1856,1.62,0,0,0.45,0,0
1857,0.9,0,0,0,0,0
1858,9.63,0,0.54,0.27,0,0
1859,0.99,0,0.27,0.09,0,0
1860,0.45,0,0,0,0,0.09
1861,0.09,0,0,0,0,0.09
1862,0.27,0,0,0,0,0
1863,0,0,0,0,0,0
1864,0,0,0,0,0,0
1865,0.99,0,0,0.09,0,0.09
1866,2.25,0,0,0,0,0.09
1867,1.62,0,0,0,0,0.18
1868,1.62,0,0,0,0,0
1869,1.8,0,0,0,0,0
1870,0.18,0,0,0,0,0
1871,0.72,0,0,0,0,0
1872,0.54,0,0,0,0,0
1873,0.09,0,0,0,0,0.09
1874,0.27,0,0,0,0,0
1875,0.45,0,0,0,0,0
1876,0.36,0,0,0,0,0
1877,0.18,0,0,0,0,0.09
1878,0.18,0,0,0,0,0
1879,0.45,0,0,0,0,0
1880,0.72,0,0,0.27,0,0
1881,2.52,0,0,0.09,0,0
1882,0.36,0,0,0,0,0
1883,0.54,0,0,0.09,0,0
1885,0,0,0,0,0,0
1886,0,0,0,0,0,0
1887,0.27,0,0,0.27,0,0.09
1888,2.34,0,0,0,0,0.09
1889,0.45,0,0,0,0,0.09
1890,0.45,0.09,0.36,0.63,0,0
1891,0.45,0,0,0,0,0.09
1892,0.18,0.18,0,0,0,0.09
1893,0.54,0.27,0.09,0,0,0
1894,4.59,0.36,5.67,0,0,0
1895,0,0.09,0,0,0,0
1896,0.36,0,0,0.18,0,0
1897,0.45,0.09,0,0,0,0
1898,2.16,0,0,0,0,0
1899,1.53,0,0,0,0,0
1900,0.18,0,0,0,0,0.09
1901,0.81,0,0,0,0,0
1902,0,0,0,0,0,0
1903,0.09,0,0,0,0,0.18
1904,0.09,0,0,0,0,0
1905,0,0,0,0,0,0
1906,0.09,0,0,0,0,0
1907,0.27,0.09,0,0,0,0
1908,8.46,0.09,0,1.08,0,0.18
1909,0.27,0,0,0,0,0
1910,0.63,0,0,0,0,0
1911,0.9,0,0,0,0,0.18
1912,5.13,0,5.22,0.09,0,0.09
1913,5.85,0.18,1.26,3.42,0,0.27
1914,0.63,0,0,0,0,0
1915,1.8,0,0.09,0,0,0.09
1916,0,0,0.27,0.18,0,0.09
1917,0.9,0.27,0.54,0.18,0,0
1918,0,0,0,0,0,0
1919,0.09,0,0,0,0,0
1920,0.36,0.36,0.63,0,0,0.09
1921,0,0,0,0,0,0
1922,1.26,0,0.36,0,0,0
1923,0.63,0,0,0,0,0
1924,2.07,0.09,0.18,0.63,0,0
1925,2.25,0.09,0,0,0,0
1926,2.43,0,2.79,0.36,0,0
1927,81.99,6.48,2.52,101.97,0,0.36
1928,70.47,23.76,89.37,34.2,0,0.54
1929,36.9,62.01,158.94,47.97,0,0.45
1930,0,0,0,0,0,0
1931,0,0,0,0,0,0
1932,0,0,0,0,0,0
1933,0,0,0,0,0,0
1934,0,0,0,0,0,0
1935,0.36,0.09,0,0,0,0.09
1936,2.61,0,0.09,0.81,0,0
1937,2.34,0,0.45,1.26,0,0
1938,3.33,0,0.18,0.45,0,0
1939,22.05,0,2.34,7.47,0,0
1940,2.97,0,0.54,0.54,0,0
1941,0.27,0,0.45,1.35,0,0
1942,8.1,0,0,0,0,0
1943,2.97,0,0,0.09,0,0.09
1944,0.36,0.09,0.09,0.36,0,0.09
1945,0.18,0,0,0,0,0
1946,4.77,0,0,0,0,0.09
1947,0.27,0,0,0,0,0
1948,0.45,0,0.27,0.18,0,0.18
1949,0.27,0,0,0,0,0
1950,3.51,0.63,0.99,1.44,0,0
1951,0.09,0,0,0,0,0.09
1952,8.91,0.09,0,0.36,0,0.18
1953,0.45,0,0,0,0,0
1954,0.99,0.36,0.09,0.45,0,0.18
1955,1.08,0,0,0.18,0,0
1956,0,0,0,0,0,0
1957,3.42,0,0.27,0.45,0,0
1958,0.09,0,0,0,0,0.09
1959,0,0,0,0,0,0
1960,0,0,0,0,0,0
1961,3.51,0,0,0,0,0
1962,3.78,0.27,0.09,1.98,0,0
1963,0.09,0,0,0,0,0
1964,1.89,0,0,0.36,0,0
1965,0.18,0,0,0,0,0
1966,0.54,0,1.08,1.98,0,0
1967,0.9,0,0,0,0,0
1968,0.27,0,0,0,0,0
1969,0.09,0,0,0,0,0
1970,1.8,0,0,0,0,0
1971,0.99,0,0.63,1.44,0,0
1972,1.71,0,1.08,0,0,0
1973,0.09,0,0,0,0,0
1974,1.17,0,0.9,0,0,0.09
1975,11.07,4.14,25.02,0.27,0,0.09
1976,2.52,0,0,0,0,0
1977,26.55,6.75,58.05,4.59,0.09,0.09
1978,2.52,0.27,0.27,0,0,0
1979,0.18,0.09,0.09,0,0,0
1980,2.16,0.81,0.63,0,0,0
1981,0.36,0,0,0,0,0
1982,12.33,1.35,25.29,1.8,3.87,0
1983,2.97,0.63,2.88,0.27,0,0.09
1984,2.61,0.18,4.59,0,0,0
1985,0.36,0.45,0.18,0,0,0.09
1986,0.27,0.99,0.18,0,0,0
1987,3.42,0,0,0,0,0.18
1988,2.25,0,0,0,0,0
1989,2.88,0.36,4.32,0.09,0,0
1990,5.58,0.18,3.42,0,0,0
1991,2.43,0.54,10.8,1.08,1.44,47.34
1992,6.93,0.81,4.59,0.09,0.09,0
1993,2.25,1.17,2.43,0.09,0,0
1994,19.26,2.07,3.87,0.09,0,0
1995,4.05,2.52,16.2,1.44,0,0.36
1996,0.18,0,0.09,0,0,0.09
1997,1.53,1.08,9.09,7.02,0,0
1998,0.99,0.9,5.67,0.09,0,0
1999,17.28,1.35,21.06,4.77,0,0.09
2000,3.42,1.17,2.7,0,0,0
2001,0.45,0.09,0.54,0,0,0.09
2002,3.24,1.62,14.4,0.54,0,0.36
2003,11.97,0.18,7.56,0,0,0
2004,1.26,0,0,0,0,0.09
2005,4.32,1.08,2.07,0,0,0
2006,1.89,0.54,18.36,3.06,0,0.09
2007,81.72,13.5,53.64,36.18,0,0
2008,0.36,0.81,4.68,0.27,0,0
2009,0,0,0,0,0,9.99
2010,0.45,0,0,0,0,0.09
2011,1.17,1.44,6.66,3.78,0,0.18
2012,54.99,3.33,24.66,21.24,0.36,0
2013,0.63,0.18,2.79,0.18,0,0
2014,0.72,0,0,0,0,0.18
2015,0.09,0,0,0,0,0.09
2016,2.16,1.71,15.39,2.16,0,0.09
2017,1.35,0.09,0,0,0,0
2018,37.89,0.36,4.23,3.06,0,0
2019,5.31,0.99,0.72,0,0,0.09
2020,97.47,8.64,4.23,5.04,0,0.18
2021,7.83,0,0,0,0,0.09
2022,22.77,3.06,18,32.4,0,0
2023,9.45,1.8,7.38,0.27,0,0.18
2024,0.36,0.36,0.72,0,0,0
2025,2.16,0,0.18,0,0,0
2026,34.65,2.43,30.51,0.63,0,0.09
2027,0.18,0,1.26,2.43,0,0
2028,0.81,0.18,0,0,0,0
2029,20.79,9,8.91,5.04,0,0
2030,73.62,5.31,45.45,56.25,15.03,4.59
2031,0.72,0,0,0,0,2.16
2032,12.06,0.27,3.69,0.09,0,0.09
2033,1.08,0.18,0,0,0,0
2034,1.08,0.27,1.62,0,0,0
2035,2.52,0.27,0,0,0,0
2036,3.51,1.8,25.83,0.45,0,2.07
2037,2.52,0.18,0.27,1.71,0,0.18
2038,0.27,0,0,0,0,0.09
2039,1.62,0,0.99,0,0,0.09
2040,0.72,0.9,0.54,0.18,0,0.09
2041,1.44,0.63,2.43,0.45,0,0
2042,13.32,4.14,31.77,0,0,0.18
2043,0.36,0.09,0.36,0.36,0,0
2044,5.4,1.17,4.95,5.04,0,6.48
2045,31.23,11.43,154.98,20.97,0,0
2046,0.9,0,0.09,0,0,0.09
2047,0.54,0,0,0,0,0.18
2048,0.45,0.63,3.42,0,0,0
2049,4.5,2.16,24.75,1.35,0.54,0
2050,0.9,0,0,0,0,0
2051,1.08,1.08,4.77,0.09,0,0.09
2052,0.72,0,0,0,0,0
2053,1.35,1.08,6.93,0.81,0,0.09
2054,1.98,0.81,10.35,0.36,0,0
2055,2.34,3.15,0.9,2.34,0,0.18
2056,51.66,126.99,11.79,3.51,0,0.18
2057,15.21,67.77,37.53,49.59,0,0
2058,50.4,50.85,19.44,30.87,4.32,0.09
2059,0.54,0.81,0.18,0,0,0
2060,0.09,0,0,0,0,0
2061,1.44,0.09,0,0,0,0
2062,2.52,0.09,0,0.99,0,0.18
2063,4.77,11.16,0.45,9.81,0,0.09
2064,3.15,2.79,1.17,8.37,0,0
2065,27.54,17.37,2.88,34.38,0,5.04
2066,1.71,0.81,6.57,2.52,0,0.27
2067,2.52,9.54,54.09,0.36,0,0.09
2068,0.27,0.18,0.36,0.09,0,0
2069,2.61,3.87,0.63,0.18,0,0.09
2070,1.08,1.08,0.81,2.7,0,0
2071,24.93,36.72,88.29,15.57,4.23,0.18
2072,3.6,7.47,9.27,32.04,0,0.09
2073,17.1,19.8,24.39,29.97,0,17.01
2074,2.07,4.59,12.6,83.16,0,0
2075,34.92,39.06,64.17,29.61,0,0.27
2076,7.38,4.59,9.81,22.32,0,0
2077,2.07,0.9,0.99,0,0,0
2078,2.52,1.53,1.26,0.72,0,0.09
2079,2340.9,954.72,1518.48,14501.7,0,0.09
2080,2.34,0.09,0.36,1.53,0,0
2081,13.5,2.7,1.89,0.18,0,0
2082,47.97,22.14,29.52,43.11,0,0.18
2083,321.39,0.09,2.79,34.11,0,0.54
2084,31.86,32.67,18.09,23.85,0,0.09
2085,28.98,3.06,5.04,13.14,0,0.09
2086,1241.91,1355.85,2096.01,6550.92,0,0.18
2087,39.24,37.98,27.09,78.66,0,0.36
2088,645.75,11.7,18.09,133.83,0,0.09
2089,148.41,12.15,17.73,76.68,0,0.36
2090,55.53,1.71,5.67,21.6,0,0.09
2091,41.49,0,0,0,0,0.18
2092,234.45,20.16,44.19,128.61,0,0.18
2093,5.85,1.53,1.89,32.04,0,0
2094,79.29,7.56,29.79,70.92,0,0.18
2095,27.54,1.53,1.89,5.94,0,0
2096,49.77,21.87,24.12,20.61,0,0.27
2097,43.92,7.74,16.2,45.81,0,0.09
2098,37.89,23.49,52.92,224.01,0,0.09
2099,138.78,79.74,69.12,128.52,0,0.18
2100,9.27,1.53,2.88,4.32,0,0
2101,41.22,11.52,36.36,111.6,0,0.09
2102,17.37,5.13,14.67,35.46,0,0.27
2103,125.01,5.67,23.58,69.03,0,0.09
2104,15.93,1.98,1.98,9,0,0.18
2105,223.65,172.62,304.56,804.78,0,0.09
2106,26.37,17.19,37.44,229.59,0,0.09
2107,44.37,5.58,20.7,34.56,0,0
2108,45.81,0.18,0.36,12.42,0,0
2109,39.33,15.3,63.72,48.06,0,0
2110,315.45,257.76,389.34,1490.22,0,0.09
2111,194.22,9.81,17.19,96.84,0,73.26
2112,1068.57,0,0,0,0,0.36
2113,17.01,11.07,13.95,38.52,0,0.09
2114,61.56,0.9,3.33,0.09,0,0.18
2115,140.85,0.63,2.07,7.02,0,0.18
2116,114.84,9.99,9.18,105.3,0,0.09
2117,23.49,8.46,21.6,26.1,0,0.09
2118,1647.9,281.43,419.58,2302.38,0,6.66
2119,15.75,6.75,15.57,41.04,0,0
2120,33.39,8.01,9.72,34.02,0,0
2121,40.32,4.14,13.32,19.53,0,0
2122,35.19,0,11.79,0,0,0
2123,602.91,285.93,418.14,5141.88,0,0.09
2124,1187.91,262.53,3276.18,388.08,0,0.18
2125,182.34,32.4,114.57,13.32,0,0.09
2126,308.88,311.76,57.87,735.3,5.85,0.27
2127,3.15,0.18,0.09,1.17,0,0
2128,70.29,0.99,13.68,0,0,0.09
2129,0.72,0,0,0,0,0.09
2130,1.08,0,0,0,0,0.09
2131,0.81,0,0,0,0,0
2132,0.9,0.9,0.99,0.27,0,0.36
2133,14.4,6.84,1.71,14.31,0,0.18
2134,9.99,10.53,3.24,9.99,0,0.09
2135,30.87,20.97,19.89,37.53,0,0.09
2136,26.28,11.52,3.15,19.8,0,0
2137,50.58,32.58,5.76,16.38,0,0.09
2138,107.64,148.32,234.18,1155.15,2.16,0.18
2139,99.54,1.89,20.7,65.97,0,0
2140,331.47,90.9,14.67,10.26,0,0.18
2141,402.57,41.85,152.01,816.3,0,0.27
2142,595.8,0,193.32,151.92,0,0.18
2143,1088.01,0.18,99.27,8.28,0,0.18
2144,6.66,13.05,34.92,397.89,0,0.18
2145,52.47,58.86,106.29,75.33,2.25,0
2146,7.2,5.22,8.28,0.18,0.09,0.09
2147,0,0,0,0,0,0
2148,0.18,0,0,0,0,0
2149,0,0,0,0,0,0
2150,0,0,0,0,0,0
2151,0,0,0.36,0,0.18,0
2152,0.18,0,0,0,0,0
2153,0,0,0,0,0,0
2154,0,0,0,0,0,0
2155,0.18,0,0,0,0,0
2156,0,0.09,0,0,0,0
2157,0.18,0.63,0.72,0.09,0,0.09
2158,0.45,0.63,0.72,2.34,0,0
2159,0,0,0.63,2.07,0,0.09
2160,26.82,6.21,4.05,1.26,0.36,0
2161,0,0.18,0,0,0,0
2162,0,0,0,0,0,0.09
2163,0.36,0,0,0,0,0
2164,0.18,0,0,0,0,0
2165,0.18,0,0,0,0,0
2166,0.36,0,0,0,0,0
2167,0.36,0,0,0,0,0
2168,0.36,0,0,0,0,0
2169,0.27,0,0,0,0,0.09
2170,0.18,0.18,0,0,0,0
2171,0.36,0,0,0,0,0
2172,0,0,0,0,0,0
2173,0.54,0,0,0,0,0.09
2174,0.54,0,0,0,0,0.09
2175,0,0,0,0,0,0
2176,5.04,0,0,0,0,0
2177,4.41,0.18,0.36,0.09,0,0
2178,4.41,0.54,0.09,0,0,0.18
2179,4.95,0,0.09,0,0,0.36
2180,0.18,0,0,0,0,0
2181,0,0.54,0,0,0,0
2182,0.72,0,0.45,1.08,0.09,0
2183,5.22,0,0,0,0,0
2184,0,0,0,0.09,0,0
2185,5.04,0,0,0,0,0.18
2186,3.78,0,0,0,0,0.09
2187,4.77,0.09,0.18,0,0,0
2188,1.44,0,0,0,0,3.78
2189,4.59,0,0,0,0,0
2190,81.36,0,0,0,0,0
2191,50.31,0,0,0,0,0.09
2192,4.32,0,0,0,0,0
2193,13.41,0,0.45,0.45,0,0.09
2194,47.16,0,0,0.18,0,0.09
2195,2.07,0,0.09,0,0,0
