"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1199","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0006301","TRUE","Canopy"
"1200","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Low","0.0007336","TRUE","Canopy"
"1201","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007637","TRUE","Canopy"
"1202","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0009087","TRUE","Canopy"
"1203","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0012317","TRUE","Canopy"
"1204","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007177","TRUE","Canopy"
"1205","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007555","TRUE","Canopy"
"1206","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0004517","TRUE","Canopy"
"1207","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007637","TRUE","Canopy"
"1208","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0010828","TRUE","Canopy"
"1209","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007117","TRUE","Canopy"
"1210","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0007555","TRUE","Canopy"
"1211","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0005926","TRUE","Canopy"
"1212","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","Mod","0.0006638","TRUE","Canopy"
"1213","BSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000766","TRUE","Canopy"
"1214","TP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000811","TRUE","Canopy"
"1215","TSW","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.001234","TRUE","Canopy"
"1216","BP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.00071","TRUE","Canopy"
"1217","BC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0007716","TRUE","Canopy"
"1218","BSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000454","TRUE","Canopy"
"1219","TSE","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000766","TRUE","Canopy"
"1220","MC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0010836","TRUE","Canopy"
"1221","HP","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.000714","TRUE","Canopy"
"1222","TC","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0007716","TRUE","Canopy"
"1223","PM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0006529","TRUE","Canopy"
"1224","AM","39","Hardwood Other","CH4","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCH4","","High","0.0007275","TRUE","Canopy"
"1225","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.010633","TRUE","Canopy"
"1226","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.010598","TRUE","Canopy"
"1227","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.015596","TRUE","Canopy"
"1228","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.009471","TRUE","Canopy"
"1229","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0097762","TRUE","Canopy"
"1230","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.006769","TRUE","Canopy"
"1231","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0098","TRUE","Canopy"
"1232","MC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0137354","TRUE","Canopy"
"1233","HP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.009989","TRUE","Canopy"
"1234","TC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0097762","TRUE","Canopy"
"1235","PM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0080654","TRUE","Canopy"
"1236","AM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Low","0.0093884","TRUE","Canopy"
"1237","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0098098","TRUE","Canopy"
"1238","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0117348","TRUE","Canopy"
"1239","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0156058","TRUE","Canopy"
"1240","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0092078","TRUE","Canopy"
"1241","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.009632","TRUE","Canopy"
"1242","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0059458","TRUE","Canopy"
"1243","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0098098","TRUE","Canopy"
"1244","MC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0137102","TRUE","Canopy"
"1245","HP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0091658","TRUE","Canopy"
"1246","TC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.009632","TRUE","Canopy"
"1247","PM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0075404","TRUE","Canopy"
"1248","AM","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","Mod","0.0084112","TRUE","Canopy"
"1249","BSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009842","TRUE","Canopy"
"1250","TP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.010367","TRUE","Canopy"
"1251","TSW","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.015638","TRUE","Canopy"
"1252","BP","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0091","TRUE","Canopy"
"1253","BC","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.0098574","TRUE","Canopy"
"1254","BSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.005978","TRUE","Canopy"
"1255","TSE","40","Hardwood Other","CO","Proportional Combustion sum of branches, stumps, small trees and bark","","NA","(hardwood other)-(hardwood other:other)-(hardwood other:hardwood other snag)*FlamingCO","","High","0.009842","TRUE","Canopy"
