"","Ecozone","FluxID","Source","Sink","ProcessSynonym","Phase","CORefFluxID","Pseudocode","Notes","SeverityClass","Value","InterimValue","SourceSurfaceCanopy"
"1685","BC","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.0049","TRUE","Surface"
"1686","BSE","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.00475","TRUE","Surface"
"1687","TSE","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.00475","TRUE","Surface"
"1688","MC","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.0049","TRUE","Surface"
"1689","HP","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.00475","TRUE","Surface"
"1690","TC","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.0049","TRUE","Surface"
"1691","PM","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.0049","TRUE","Surface"
"1692","AM","57","Aboveground Very Fast DOM","CH4","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCH4","","High","0.0049","TRUE","Surface"
"1693","BSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.056","TRUE","Surface"
"1694","TP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1695","TSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.056","TRUE","Surface"
"1696","BP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1697","BC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1698","BSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.056","TRUE","Surface"
"1699","TSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.056","TRUE","Surface"
"1700","MC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1701","HP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.056","TRUE","Surface"
"1702","TC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1703","PM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1704","AM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Low","0.0602","TRUE","Surface"
"1705","BSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0644","TRUE","Surface"
"1706","TP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0588","TRUE","Surface"
"1707","TSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0644","TRUE","Surface"
"1708","BP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1709","BC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1710","BSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0644","TRUE","Surface"
"1711","TSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0644","TRUE","Surface"
"1712","MC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1713","HP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0644","TRUE","Surface"
"1714","TC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1715","PM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1716","AM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","Mod","0.0658","TRUE","Surface"
"1717","BSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0665","TRUE","Surface"
"1718","TP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0679","TRUE","Surface"
"1719","TSW","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0665","TRUE","Surface"
"1720","BP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1721","BC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1722","BSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0665","TRUE","Surface"
"1723","TSE","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0665","TRUE","Surface"
"1724","MC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1725","HP","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0665","TRUE","Surface"
"1726","TC","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1727","PM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1728","AM","58","Aboveground Very Fast DOM","CO","Combusted fraction of litter layer","","NA","(Aboveground Very Fast DOM)*FlamingCO","","High","0.0686","TRUE","Surface"
"1729","BSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1730","TP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1731","TSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1732","BP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1733","BC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1734","BSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1735","TSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1736","MC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1737","HP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1738","TC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1739","PM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1740","AM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Low","1","TRUE","Surface"
"1741","BSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1742","TP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1743","TSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1744","BP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1745","BC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1746","BSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1747","TSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1748","MC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1749","HP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1750","TC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1751","PM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1752","AM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","Mod","1","TRUE","Surface"
"1753","BSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1754","TP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1755","TSW","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1756","BP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1757","BC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1758","BSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1759","TSE","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1760","MC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1761","HP","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1762","TC","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1763","PM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1764","AM","59","Belowground Very Fast DOM","Belowground Very Fast DOM","Uncombusted Fraction of Dead fine roots in the mineral soil, approximately <5 mm diameter","","NA","~1","","High","1","TRUE","Surface"
"1765","BSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.31","TRUE","Surface"
"1766","TP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.305","TRUE","Surface"
"1767","TSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.49","TRUE","Surface"
"1768","BP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.27","TRUE","Surface"
"1769","BC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.295","TRUE","Surface"
"1770","BSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.19","TRUE","Surface"
"1771","TSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.31","TRUE","Surface"
"1772","MC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.415","TRUE","Surface"
"1773","HP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.29","TRUE","Surface"
"1774","TC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.295","TRUE","Surface"
"1775","PM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.25","TRUE","Surface"
"1776","AM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Low","0.28","TRUE","Surface"
"1777","BSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.25","TRUE","Surface"
"1778","TP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.315","TRUE","Surface"
"1779","TSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.43","TRUE","Surface"
"1780","BP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.23","TRUE","Surface"
"1781","BC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.255","TRUE","Surface"
"1782","BSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.13","TRUE","Surface"
"1783","TSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.25","TRUE","Surface"
"1784","MC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.375","TRUE","Surface"
"1785","HP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.23","TRUE","Surface"
"1786","TC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.255","TRUE","Surface"
"1787","PM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.21","TRUE","Surface"
"1788","AM","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","Mod","0.24","TRUE","Surface"
"1789","BSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.235","TRUE","Surface"
"1790","TP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.25","TRUE","Surface"
"1791","TSW","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.415","TRUE","Surface"
"1792","BP","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.21","TRUE","Surface"
"1793","BC","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.235","TRUE","Surface"
"1794","BSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.115","TRUE","Surface"
"1795","TSE","60","Aboveground Fast DOM","Aboveground Fast DOM","Uncombusted Fine and small woody debris plus dead coarse roots in the forest floor, approximately <75 mm diameter","","NA","1-[(litter surface area fraction burned*woody debris portion of AGFastDOM)+(Dead coarse root fraction of AGFastDOM*(fraction of duff consumed)]","***Needs renaming, logic good ***Assume all woody fine+small woody debris is combusted, but only fractional combustion of dead coarse roots alongside duff","High","0.235","TRUE","Surface"
